"","gene","log2fc","pval","avg_expr","celltype"
"359","Osm",7.20788709431852,0,-0.865021182783747,"Immune_cells"
"360","Otulinl",5.7316213725551,0,3.04550702956359,"Immune_cells"
"361","P2rx4",2.95796473562976,0,4.94296235718457,"Immune_cells"
"362","P2rx7",6.8630437198178,0,0.762341913973285,"Immune_cells"
"363","P2ry13",6.82833797906686,0,-0.801923439092224,"Immune_cells"
"364","P2ry6",8.26817631104346,0,-0.110151636090928,"Immune_cells"
"365","Pf4",6.86912989762699,0,-0.233442517100079,"Immune_cells"
"366","Phf11a",5.48670976991154,0,-1.00563393363468,"Immune_cells"
"367","Phf11b",7.05871564282679,0,-0.36449267543419,"Immune_cells"
"368","Pik3ap1",6.9672806759058,0,2.35473167878978,"Immune_cells"
"369","Pik3cg",6.26117299958153,0,0.0761767228129883,"Immune_cells"
"370","Pik3r5",7.43939199917477,0,-0.261415891378691,"Immune_cells"
"371","Pilra",6.55170976002501,0,-0.819087769928466,"Immune_cells"
"372","Pilrb2",5.27827416812412,0,-0.932260352566625,"Immune_cells"
"373","Pirb",5.9328838723444,0,0.164760305465682,"Immune_cells"
"374","Pla2g15",3.60644665054232,0,3.16831958176584,"Immune_cells"
"375","Plau",6.82397893449999,0,-0.483371082918335,"Immune_cells"
"376","Plbd1",7.83594345825651,0,-0.0591135529885147,"Immune_cells"
"377","Plcb2",6.21445239838276,0,-0.613267326388823,"Immune_cells"
